Maskapai,Tanggal_Perjalanan,Waktu_Berangkat,Waktu_Tiba,Durasi_Penerbangan,Jumlah_Transit,Informasi_Tambahan,Jarak_Km,Harga_Tiket
Lion Air,21/04/2019,06:50,12:10,5h 20m,1 stop,No info,2089.2676378593396,1296745
Garuda Indonesia,12/06/2019,17:45,20:45,3h,non-stop,In-flight meal not included,1750.1147624132104,1073611
Sriwijaya Air,12/06/2019,20:20,22:40 13 Jun,26h 20m,1 stop,No info,1560.6966232595826,1475215
Garuda Indonesia,12/06/2019,18:55,08:15 13 Jun,13h 20m,1 stop,No info,1560.6966232595826,2427488
Garuda Indonesia,21/05/2019,23:05,12:35 22 May,13h 30m,2 stops,No info,2089.2676378593396,2815507
Citilink,1/05/2019,09:00,11:25,2h 25m,non-stop,No check-in baggage included,1560.6966232595826,714810
Lion Air,24/06/2019,20:20,22:55,2h 35m,non-stop,No info,1560.6966232595826,894024
Citilink,12/04/2019,05:55,08:35,2h 40m,non-stop,No check-in baggage included,1750.1147624132104,803766
Garuda Indonesia,27/05/2019,21:50,19:00 28 May,21h 10m,1 stop,No info,2089.2676378593396,2992302
Garuda Indonesia,18/03/2019,22:50,05:05 16 Mar,6h 15m,1 stop,No info,1739.8021018961408,10203119
Lion Air,9/03/2019,17:30,01:35 10 Mar,8h 5m,1 stop,No info,2089.2676378593396,2298521
Garuda Indonesia,6/05/2019,17:00,19:10 07 May,26h 10m,1 stop,No info,1560.6966232595826,2431769
Garuda Indonesia,12/03/2019,18:55,07:40 13 Mar,12h 45m,1 stop,No info,1739.8021018961408,2571344
Citilink,21/05/2019,21:10,00:05 22 May,2h 55m,non-stop,No info,1750.1147624132104,674612
Batik Air,12/03/2019,09:40,15:15 13 Mar,29h 35m,3 stops,No info,621.4628500760243,3404327
Sriwijaya Air,1/04/2019,19:30,22:15,2h 45m,non-stop,No info,1750.1147624132104,1044579
Batik Air,6/03/2019,06:10,08:15 07 Mar,26h 5m,1 stop,No info,2089.2676378593396,2054172
Lion Air,3/04/2019,06:05,08:50,2h 45m,non-stop,No info,1750.1147624132104,758730
Transit Maskapai,27/03/2019,08:00,21:00,13h,1 stop,No info,2089.2676378593396,1280926
Batik Air,03/03/2019,17:00,19:45,2h 45m,non-stop,No info,1739.8021018961408,3630439
Batik Air,15/03/2019,08:50,23:15,14h 25m,1 stop,No info,1739.8021018961408,1621675
Lion Air,1/05/2019,04:40,07:15,2h 35m,non-stop,No info,1560.6966232595826,894024
Transit Maskapai,3/03/2019,08:00,15:30,7h 30m,1 stop,No info,2089.2676378593396,2806016
Citilink,21/04/2019,17:10,19:40,2h 30m,non-stop,No check-in baggage included,1560.6966232595826,894583
Transit Maskapai,6/03/2019,11:35,21:00,9h 25m,3 stops,No info,2089.2676378593396,4062377
Sriwijaya Air,24/03/2019,11:30,14:10,2h 40m,non-stop,No info,1739.8021018961408,1005498
Garuda Indonesia,01/03/2019,07:00,16:10,9h 10m,1 stop,No info,1739.8021018961408,5004229
Super Air Jet,18/05/2019,23:30,07:45 19 May,8h 15m,1 stop,No info,1560.6966232595826,1365044
Garuda Indonesia,27/03/2019,17:35,04:25 28 Mar,10h 50m,2 stops,In-flight meal not included,2089.2676378593396,1751573
Garuda Indonesia,21/05/2019,08:25,19:50,11h 25m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Lion Air,6/06/2019,18:55,21:50,2h 55m,non-stop,No info,1750.1147624132104,928639
Garuda Indonesia,27/05/2019,23:05,04:25 29 May,29h 20m,2 stops,No info,2089.2676378593396,3108614
Batik Air,9/04/2019,05:55,19:15 10 Apr,37h 20m,2 stops,No info,2089.2676378593396,1435017
Garuda Indonesia,3/06/2019,17:30,04:25 04 Jun,10h 55m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Transit Maskapai,24/06/2019,12:50,21:00,8h 10m,1 stop,In-flight meal not included,2089.2676378593396,1117903
Batik Air,1/04/2019,09:25,05:25 02 Apr,20h,2 stops,No info,1560.6966232595826,2273956
Super Air Jet,1/05/2019,20:55,23:40,2h 45m,non-stop,No info,1750.1147624132104,725418
Garuda Indonesia,6/05/2019,17:00,22:05 07 May,29h 5m,1 stop,No info,1560.6966232595826,2134009
Batik Air,18/05/2019,08:20,20:25,12h 5m,2 stops,No info,1560.6966232595826,2332577
Garuda Indonesia,6/06/2019,08:25,18:15,9h 50m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Citilink,24/03/2019,05:45,08:35,2h 50m,non-stop,No info,1739.8021018961408,814560
Sriwijaya Air,9/06/2019,17:45,20:05,2h 20m,non-stop,No info,1358.3607154263375,2229850
Citilink,9/06/2019,09:30,12:20,2h 50m,non-stop,No info,1750.1147624132104,823120
Garuda Indonesia,3/03/2019,19:15,04:25 04 Mar,9h 10m,1 stop,No info,2089.2676378593396,3207247
Sriwijaya Air,1/04/2019,07:10,22:55,15h 45m,1 stop,No info,1560.6966232595826,1543700
Garuda Indonesia,6/03/2019,05:30,19:45 07 Mar,38h 15m,2 stops,In-flight meal not included,2089.2676378593396,2952290
Super Air Jet,27/05/2019,11:40,14:30,2h 50m,non-stop,No info,1750.1147624132104,632368
Transit Maskapai,9/06/2019,13:00,01:30 10 Jun,12h 30m,1 stop,No info,2089.2676378593396,1339548
Garuda Indonesia,6/04/2019,06:00,08:45,2h 45m,non-stop,No info,1750.1147624132104,1345317
Garuda Indonesia,12/06/2019,05:30,04:25 13 Jun,22h 55m,2 stops,No info,2089.2676378593396,2421905
Batik Air,9/05/2019,14:35,14:35 10 May,24h,1 stop,No info,1560.6966232595826,1214861
Garuda Indonesia,12/06/2019,09:35,12:35 13 Jun,27h,2 stops,No info,2089.2676378593396,2473641
Garuda Indonesia,21/05/2019,19:10,19:00 22 May,23h 50m,2 stops,No info,2089.2676378593396,2815507
Batik Air,15/06/2019,20:00,19:15 16 Jun,23h 15m,2 stops,No info,2089.2676378593396,2060313
Citilink,21/04/2019,06:55,09:30,2h 35m,non-stop,No info,1560.6966232595826,776781
Transit Maskapai,27/03/2019,04:00,18:50,14h 50m,1 stop,No info,2089.2676378593396,2102744
Garuda Indonesia,18/05/2019,19:45,12:35 19 May,16h 50m,1 stop,In-flight meal not included,2089.2676378593396,2302615
Batik Air,01/03/2019,05:50,09:15 02 Mar,27h 25m,1 stop,No info,1739.8021018961408,2500998
Lion Air,1/05/2019,20:20,22:55,2h 35m,non-stop,No info,1560.6966232595826,894024
Batik Air,12/05/2019,09:25,05:35 13 May,20h 10m,2 stops,No info,1560.6966232595826,2166576
Lion Air,18/06/2019,00:25,03:15,2h 50m,non-stop,No info,1750.1147624132104,636276
Lion Air,21/05/2019,06:35,12:10,5h 35m,2 stops,No info,1560.6966232595826,1135768
Batik Air,9/05/2019,07:00,01:20 10 May,18h 20m,2 stops,No info,1560.6966232595826,2425441
Garuda Indonesia,18/03/2019,08:55,15:55,7h,2 stops,In-flight meal not included,1739.8021018961408,2092694
Garuda Indonesia,1/04/2019,06:30,12:00,5h 30m,1 stop,In-flight meal not included,1560.6966232595826,1871422
Garuda Indonesia,6/06/2019,20:25,14:25 07 Jun,18h,1 stop,In-flight meal not included,1560.6966232595826,1961308
Lion Air,18/03/2019,22:05,00:25 19 Mar,2h 20m,non-stop,No info,1358.3607154263375,982050
Batik Air,21/05/2019,10:00,23:15,13h 15m,1 stop,No info,1560.6966232595826,2221290
Garuda Indonesia,9/06/2019,05:30,04:25 10 Jun,22h 55m,2 stops,No info,2089.2676378593396,2421905
Sriwijaya Air,6/06/2019,17:00,20:20 07 Jun,27h 20m,1 stop,No info,1560.6966232595826,1641402
Garuda Indonesia,9/05/2019,15:00,12:35 10 May,21h 35m,1 stop,In-flight meal not included,2089.2676378593396,2302615
Garuda Indonesia,1/06/2019,09:00,12:35 02 Jun,27h 35m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Garuda Indonesia,3/06/2019,07:05,08:30,1h 25m,non-stop,In-flight meal not included,621.4628500760243,929570
Garuda Indonesia,27/03/2019,21:50,19:45 28 Mar,21h 55m,1 stop,In-flight meal not included,2089.2676378593396,1384212
Lion Air,21/03/2019,05:30,08:20,2h 50m,non-stop,No info,1560.6966232595826,771943
Lion Air,27/05/2019,14:45,17:05,2h 20m,non-stop,No info,1358.3607154263375,669402
AirAsia Indonesia,1/05/2019,07:35,23:30,15h 55m,1 stop,No info,1560.6966232595826,966231
Garuda Indonesia,06/03/2019,08:00,20:20,12h 20m,1 stop,No info,1739.8021018961408,3114570
Transit Maskapai,1/06/2019,13:00,21:00,8h,1 stop,No info,2089.2676378593396,1476331
Batik Air,18/05/2019,08:00,19:15,11h 15m,1 stop,No info,2089.2676378593396,1652382
Lion Air,12/05/2019,14:25,17:40,3h 15m,non-stop,No info,2089.2676378593396,930500
Sriwijaya Air,6/05/2019,17:00,09:05 07 May,16h 5m,1 stop,No info,1560.6966232595826,1514296
Batik Air,9/03/2019,16:55,19:15 10 Mar,26h 20m,2 stops,No info,2089.2676378593396,4112066
Citilink,24/03/2019,05:45,08:35,2h 50m,non-stop,No check-in baggage included,1739.8021018961408,795205
Garuda Indonesia,01/03/2019,18:40,00:45 02 Mar,6h 5m,1 stop,No info,1739.8021018961408,6547928
Lion Air,15/04/2019,19:35,23:15,3h 40m,1 stop,No info,1560.6966232595826,786459
Garuda Indonesia,1/05/2019,08:25,16:20,7h 55m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Lion Air,12/06/2019,12:00,13:30,1h 30m,non-stop,No info,621.4628500760243,512519
Lion Air,6/06/2019,10:30,16:05,5h 35m,1 stop,No info,1560.6966232595826,1172616
Batik Air,18/05/2019,09:25,13:45 19 May,28h 20m,2 stops,No info,1560.6966232595826,2460614
Garuda Indonesia,21/05/2019,17:30,12:35 22 May,19h 5m,1 stop,In-flight meal not included,2089.2676378593396,2400318
Batik Air,12/03/2019,06:45,20:35,13h 50m,1 stop,No info,1739.8021018961408,2256835
Garuda Indonesia,21/05/2019,20:25,22:05 22 May,25h 40m,1 stop,No info,1560.6966232595826,2431769
Batik Air,1/04/2019,16:45,20:25 02 Apr,27h 40m,2 stops,No info,1560.6966232595826,1846112
Super Air Jet,1/04/2019,07:45,10:40,2h 55m,non-stop,No info,1750.1147624132104,788878
Garuda Indonesia,6/06/2019,21:50,19:00 07 Jun,21h 10m,1 stop,No info,2089.2676378593396,2738275
Lion Air,6/05/2019,18:05,23:30,5h 25m,1 stop,No info,1560.6966232595826,1157170
Lion Air,1/03/2019,05:15,07:35,2h 20m,non-stop,No info,1358.3607154263375,1357600
Transit Maskapai,9/06/2019,03:50,11:30,7h 40m,1 stop,No info,2089.2676378593396,1378629
Garuda Indonesia,9/06/2019,09:35,18:00,8h 25m,1 stop,In-flight meal not included,1560.6966232595826,2604283
Lion Air,15/05/2019,14:25,16:55,2h 30m,non-stop,No info,1560.6966232595826,972186
Citilink,9/03/2019,05:45,07:05,1h 20m,non-stop,No info,621.4628500760243,817165
Batik Air,18/05/2019,10:00,05:25 19 May,19h 25m,2 stops,No info,1560.6966232595826,2625685
Citilink,27/04/2019,09:30,12:20,2h 50m,non-stop,No check-in baggage included,1750.1147624132104,909098
Garuda Indonesia,1/06/2019,08:20,11:20,3h,non-stop,No info,1750.1147624132104,1491778
Transit Maskapai,24/06/2019,06:00,12:35,6h 35m,1 stop,No info,2089.2676378593396,2330716
Garuda Indonesia,27/03/2019,02:15,18:50,16h 35m,1 stop,In-flight meal not included,2089.2676378593396,1119764
Batik Air,9/05/2019,22:00,19:15 10 May,21h 15m,2 stops,No info,2089.2676378593396,1943070
Citilink,1/04/2019,21:10,00:05 02 Apr,2h 55m,non-stop,No info,1750.1147624132104,674612
Batik Air,9/03/2019,05:15,19:15 10 Mar,38h,3 stops,No info,2089.2676378593396,2900555
Batik Air,27/03/2019,08:00,19:15,11h 15m,1 stop,No info,2089.2676378593396,1339734
Garuda Indonesia,21/03/2019,06:20,04:25 22 Mar,22h 5m,2 stops,No info,2089.2676378593396,2284005
Transit Maskapai,6/06/2019,19:00,01:30 07 Jun,6h 30m,1 stop,No info,2089.2676378593396,1401333
Garuda Indonesia,21/05/2019,19:35,21:05,1h 30m,non-stop,No info,621.4628500760243,1056676
Batik Air,24/06/2019,10:55,07:40 25 Jun,20h 45m,2 stops,No info,2089.2676378593396,2187233
Citilink,21/05/2019,22:45,00:15 22 May,1h 30m,non-stop,No check-in baggage included,621.4628500760243,365686
Lion Air,21/03/2019,06:40,13:20,6h 40m,1 stop,No info,2089.2676378593396,1899709
Lion Air,21/05/2019,20:25,01:30 22 May,5h 5m,1 stop,No info,2089.2676378593396,940549
Lion Air,3/03/2019,08:25,15:30,7h 5m,1 stop,No info,2089.2676378593396,2767493
Garuda Indonesia,18/05/2019,07:05,19:00,11h 55m,1 stop,In-flight meal not included,2089.2676378593396,2302615
Citilink,15/06/2019,22:45,00:15 16 Jun,1h 30m,non-stop,No info,621.4628500760243,375364
Garuda Indonesia,24/03/2019,13:55,04:45 25 Mar,14h 50m,1 stop,In-flight meal not included,1560.6966232595826,1984012
Transit Maskapai,9/05/2019,10:20,19:00,8h 40m,1 stop,No info,2089.2676378593396,1822663
Garuda Indonesia,9/05/2019,20:25,23:35 10 May,27h 10m,1 stop,No info,1560.6966232595826,2431769
Citilink,3/03/2019,17:45,20:05,2h 20m,non-stop,No info,1358.3607154263375,1358158
Lion Air,03/03/2019,10:05,13:00,2h 55m,non-stop,No info,1739.8021018961408,1423293
Batik Air,12/05/2019,12:00,21:50,9h 50m,2 stops,No info,1560.6966232595826,1986804
Batik Air,3/06/2019,10:00,12:45,2h 45m,non-stop,No info,1750.1147624132104,1295442
Lion Air,15/05/2019,11:25,01:30 16 May,14h 5m,1 stop,No info,2089.2676378593396,1298792
Transit Maskapai,27/05/2019,09:00,21:00,12h,1 stop,No info,2089.2676378593396,2528541
Garuda Indonesia,24/05/2019,14:05,23:35,9h 30m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Lion Air,12/05/2019,10:10,13:00,2h 50m,non-stop,No info,1750.1147624132104,733792
Lion Air,12/06/2019,09:15,21:00,11h 45m,1 stop,No info,2089.2676378593396,1272552
Garuda Indonesia,15/04/2019,13:00,19:00,6h,1 stop,In-flight meal not included,2089.2676378593396,1217466
Garuda Indonesia,21/05/2019,07:05,19:00,11h 55m,1 stop,In-flight meal not included,2089.2676378593396,2277678
Garuda Indonesia,12/05/2019,16:30,04:40 13 May,12h 10m,1 stop,No info,1560.6966232595826,2677607
Lion Air,12/03/2019,05:30,08:20,2h 50m,non-stop,No info,1560.6966232595826,771943
Transit Maskapai,18/05/2019,15:05,01:30 19 May,10h 25m,2 stops,No info,2089.2676378593396,3133924
Transit Maskapai,3/06/2019,09:45,22:30,12h 45m,1 stop,No info,2089.2676378593396,1795121
Garuda Indonesia,9/06/2019,21:10,18:15 10 Jun,21h 5m,1 stop,No info,1560.6966232595826,2711663
Lion Air,15/05/2019,16:00,01:30 16 May,9h 30m,1 stop,No info,2089.2676378593396,1474470
Garuda Indonesia,12/05/2019,20:00,04:40 13 May,8h 40m,1 stop,In-flight meal not included,1560.6966232595826,1597855
Transit Maskapai,3/06/2019,13:15,22:30,9h 15m,1 stop,No info,2089.2676378593396,1795121
Garuda Indonesia,18/05/2019,14:05,12:00 19 May,21h 55m,1 stop,No info,1560.6966232595826,2677607
Garuda Indonesia,12/06/2019,16:30,16:20 13 Jun,23h 50m,1 stop,No info,1560.6966232595826,2427488
Transit Maskapai,21/05/2019,10:00,19:00,9h,1 stop,No info,2089.2676378593396,1897662
Garuda Indonesia,1/06/2019,19:45,19:00 02 Jun,23h 15m,1 stop,No info,2089.2676378593396,2738275
Batik Air,1/06/2019,10:00,19:15,9h 15m,1 stop,No info,2089.2676378593396,1847787
Garuda Indonesia,21/03/2019,22:50,04:25 22 Mar,5h 35m,1 stop,In-flight meal not included,2089.2676378593396,1119764
Citilink,27/06/2019,09:45,12:00,2h 15m,non-stop,No info,1358.3607154263375,669402
Batik Air,21/03/2019,13:30,23:00,9h 30m,1 stop,No info,2089.2676378593396,1061514
Garuda Indonesia,3/06/2019,19:45,04:25 04 Jun,8h 40m,1 stop,No info,2089.2676378593396,2738275
Batik Air,12/05/2019,10:00,12:45,2h 45m,non-stop,No info,1750.1147624132104,972931
Garuda Indonesia,1/04/2019,09:35,10:55 02 Apr,25h 20m,1 stop,No info,1560.6966232595826,2134009
Sriwijaya Air,6/06/2019,09:45,12:35,2h 50m,non-stop,No info,1750.1147624132104,868715
Lion Air,18/04/2019,21:15,00:15 19 Apr,3h,non-stop,No info,1750.1147624132104,854385
Lion Air,12/05/2019,21:15,00:15 13 May,3h,non-stop,No info,1750.1147624132104,733792
Batik Air,21/04/2019,10:00,12:45,2h 45m,non-stop,No info,1750.1147624132104,972931
Garuda Indonesia,27/03/2019,02:15,18:50,16h 35m,1 stop,No info,2089.2676378593396,2278236
Batik Air,9/06/2019,07:05,09:25 10 Jun,26h 20m,2 stops,No info,2089.2676378593396,2081528
Lion Air,9/04/2019,09:15,01:30 10 Apr,16h 15m,1 stop,No info,2089.2676378593396,1223235
Garuda Indonesia,15/05/2019,16:30,22:35,6h 5m,1 stop,No info,1560.6966232595826,2750744
Batik Air,12/06/2019,16:45,08:55 13 Jun,16h 10m,2 stops,No info,1560.6966232595826,2784056
Lion Air,15/05/2019,11:35,14:00,2h 25m,non-stop,No info,1358.3607154263375,806185
AirAsia Indonesia,03/03/2019,05:50,08:40,2h 50m,non-stop,No info,1739.8021018961408,1424037
Garuda Indonesia,24/05/2019,09:35,21:05,11h 30m,1 stop,No info,1560.6966232595826,2633501
Citilink,12/06/2019,09:30,12:20,2h 50m,non-stop,No check-in baggage included,1750.1147624132104,803766
Garuda Indonesia,21/03/2019,19:10,18:50 22 Mar,23h 40m,2 stops,No info,2089.2676378593396,2033887
Batik Air,24/03/2019,07:00,10:00 25 Mar,27h,2 stops,No info,1560.6966232595826,2138475
Lion Air,18/04/2019,14:20,17:35,3h 15m,non-stop,No info,2089.2676378593396,1119392
Garuda Indonesia,12/06/2019,09:35,21:05,11h 30m,1 stop,No info,1560.6966232595826,2361981
AirAsia Indonesia,9/03/2019,22:50,01:20 10 Mar,2h 30m,non-stop,No info,1560.6966232595826,815862
Lion Air,3/06/2019,06:05,08:50,2h 45m,non-stop,No info,1750.1147624132104,733792
Garuda Indonesia,18/05/2019,09:00,19:00,10h,1 stop,In-flight meal not included,2089.2676378593396,2302615
Garuda Indonesia,06/03/2019,08:00,13:15,5h 15m,1 stop,No info,1739.8021018961408,3577772
Garuda Indonesia,9/03/2019,19:45,18:50 10 Mar,23h 5m,1 stop,In-flight meal not included,2089.2676378593396,2615263
Batik Air,12/04/2019,13:20,16:10,2h 50m,non-stop,No info,1750.1147624132104,1100037
Transit Maskapai,9/06/2019,06:40,19:00,12h 20m,1 stop,No info,2089.2676378593396,2024210
Garuda Indonesia,6/06/2019,18:55,04:40 07 Jun,9h 45m,1 stop,In-flight meal not included,1560.6966232595826,1443578
Lion Air,21/03/2019,07:35,16:10,8h 35m,1 stop,No info,2089.2676378593396,1220444
Lion Air,21/04/2019,09:35,12:20,2h 45m,non-stop,No info,1560.6966232595826,894024
Garuda Indonesia,18/03/2019,15:50,17:20,1h 30m,non-stop,No info,621.4628500760243,1056676
Garuda Indonesia,9/05/2019,10:00,04:25 10 May,18h 25m,1 stop,In-flight meal not included,2089.2676378593396,2302615
Garuda Indonesia,6/05/2019,06:00,08:45,2h 45m,non-stop,In-flight meal not included,1750.1147624132104,967348
Lion Air,1/06/2019,14:25,16:55,2h 30m,non-stop,No info,1560.6966232595826,1128510
Garuda Indonesia,9/03/2019,21:50,04:25 10 Mar,6h 35m,1 stop,No info,2089.2676378593396,2796897
Garuda Indonesia,9/04/2019,05:30,19:00,13h 30m,2 stops,No info,2089.2676378593396,2030165
Transit Maskapai,9/03/2019,08:40,19:45,11h 5m,1 stop,No info,2089.2676378593396,3441361
Garuda Indonesia,24/06/2019,02:15,04:25 25 Jun,26h 10m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Garuda Indonesia,18/05/2019,11:50,17:35,5h 45m,1 stop,No info,1560.6966232595826,1634144
Lion Air,27/05/2019,08:35,16:10,7h 35m,1 stop,No info,2089.2676378593396,1198856
Garuda Indonesia,12/03/2019,09:50,16:35,6h 45m,1 stop,No info,621.4628500760243,3744332
Sriwijaya Air,27/05/2019,19:30,22:15,2h 45m,non-stop,No info,1750.1147624132104,907796
Garuda Indonesia,06/03/2019,05:45,18:25,12h 40m,1 stop,No info,1739.8021018961408,3114570
Citilink,24/05/2019,11:15,18:30,7h 15m,1 stop,No info,1560.6966232595826,1792143
Sriwijaya Air,9/05/2019,07:10,18:50,11h 40m,1 stop,No info,1560.6966232595826,1602321
Sriwijaya Air,27/06/2019,07:05,09:20,2h 15m,non-stop,No info,1358.3607154263375,686151
Sriwijaya Air,15/05/2019,20:20,09:05 16 May,12h 45m,1 stop,No info,1560.6966232595826,1572917
Lion Air,18/05/2019,10:30,13:20,2h 50m,non-stop,No info,1750.1147624132104,733792
Lion Air,15/03/2019,06:20,07:45,1h 25m,non-stop,No info,621.4628500760243,621946
Garuda Indonesia,12/05/2019,20:25,14:25 13 May,18h,1 stop,No info,1560.6966232595826,2431769
Sriwijaya Air,6/05/2019,19:30,22:15,2h 45m,non-stop,No info,1750.1147624132104,907796
Garuda Indonesia,9/05/2019,21:10,10:05 10 May,12h 55m,1 stop,No info,1560.6966232595826,2677607
Garuda Indonesia,27/05/2019,13:25,04:25 28 May,15h,2 stops,No info,2089.2676378593396,3108614
Batik Air,21/05/2019,19:30,20:45,1h 15m,non-stop,No info,621.4628500760243,576910
Batik Air,12/03/2019,17:25,18:05 13 Mar,24h 40m,3 stops,No info,1739.8021018961408,2491321
Lion Air,9/06/2019,09:10,10:40,1h 30m,non-stop,No info,621.4628500760243,753519
Garuda Indonesia,18/05/2019,05:30,19:00,13h 30m,2 stops,In-flight meal not included,2089.2676378593396,2424697
Citilink,9/04/2019,21:10,00:05 10 Apr,2h 55m,non-stop,No check-in baggage included,1750.1147624132104,729326
Lion Air,3/05/2019,05:15,07:40,2h 25m,non-stop,No info,1358.3607154263375,716485
Batik Air,24/06/2019,13:15,09:25 25 Jun,20h 10m,2 stops,No info,2089.2676378593396,1644938
Garuda Indonesia,1/04/2019,16:30,04:40 02 Apr,12h 10m,1 stop,In-flight meal not included,1560.6966232595826,1314610
Garuda Indonesia,12/05/2019,20:00,08:15 13 May,12h 15m,1 stop,No info,1560.6966232595826,2594420
Batik Air,24/05/2019,10:00,10:30 25 May,24h 30m,3 stops,No info,1560.6966232595826,2420603
Garuda Indonesia,18/05/2019,14:05,22:35,8h 30m,1 stop,No info,1560.6966232595826,2750744
Garuda Indonesia,18/03/2019,19:35,21:05,1h 30m,non-stop,In-flight meal not included,621.4628500760243,385413
Garuda Indonesia,21/06/2019,11:00,14:15,3h 15m,non-stop,In-flight meal not included,2089.2676378593396,792042
Sriwijaya Air,09/03/2019,16:00,18:35,2h 35m,non-stop,No info,1739.8021018961408,1474470
AirAsia Indonesia,15/03/2019,22:50,01:20 16 Mar,2h 30m,non-stop,No info,1560.6966232595826,703830
Garuda Indonesia,15/05/2019,20:25,09:45 16 May,13h 20m,1 stop,In-flight meal not included,1560.6966232595826,2304662
Transit Maskapai,21/03/2019,10:00,01:35 22 Mar,15h 35m,1 stop,In-flight meal not included,2089.2676378593396,1593946
Lion Air,21/03/2019,16:00,21:00,5h,1 stop,No info,2089.2676378593396,1159775
Lion Air,09/03/2019,05:30,08:20,2h 50m,non-stop,No info,1739.8021018961408,889000
